Titre,Année de publication,Pages,Nombre de lecteurs,Note moyenne,Genres
Persepolis: The Story of a Childhood,2003,153,220119,4.27,"['Graphic Novels', 'Nonfiction', 'Memoir', 'Comics', 'History', 'Biography', 'School', 'graphic-novels', 'non-fiction', 'read-in-2015', 'graphic-novels', 'satrapi-marjane', 'diverse-reads', 'feminism', 'graphic-novels', 'historical-fiction', 'iran', 'asian-literature', 'best-of-2016', 'graphic-novels-and-manga', '2010', 'foreign-lands', 'graphic-novels', 'i-read-banned-books', 'liburrrrrry-book', 'memoir', 'grandparents', 'iran', 'graphic-novel', 'memoir-biography', 'ایبوک-خواندم', 'graphic-novelly-stuff', 'memoirs', 'graphic-novels-or-manga', 'hardcover', 'library-checkout', 'memoir', 'non-fiction', 'translation', 'graphic-novels', 'translated', 'graphic-nouvelle', 'mem-wars', 'middle-eastern-muslim-author', 'okay', 'library-book', 'all-time-favorites', 'history', 'nonfiction', 'picture-graphic-books', 'graphic-novel', 'non-fiction', 'she-says', 'library-borrowed', 'series']"
The Art of Racing in the Rain,2008,336,538400,4.23,"['Fiction', 'Animals', 'Dogs', 'Audiobook', 'Adult Fiction', 'Adult', 'Book Club', 'favorites', 'fiction', '2012', 'flames-on-the-side-of-my-face', 'for-kindle', 'nicholas-recommends', 'favorites', '2018', 'book-a-book-club', 'favorites', 'american-lit', 'fiction', 'sports', 'heartwarming', 'made-me-smile', 'animals', 'read-authors-q-t', 'favorites', '2019', 'favourites', 'love-of-animals', 'novel-company', 'owned', 'all-time-favorites', 'animal-dog-in-story', 'authors-g', 'favourites', 'fiction', '2014', 'usa', 'contemporary', '2015-super-favorites', 'animals', 'ebook']"
The Brief Wondrous Life of Oscar Wao,2007,335,271927,3.89,"['Fiction', 'Magical Realism', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Contemporary', 'Audiobook', 'american-21st-c', 'fiction', 'national_book_critics_circle-award', '1001', 'book-club', 'central-america', 'never_finished', 'americana', 'santo-domingo', '1-fiction', 'contemporary', '2012', 'award-pulitzer', 'event-met-author', 'book-club', 'literary', '2010-19', '2021', '4-star', '2020-read', 'literary-fiction', 'disappointing', 'favorites', 'pulitzer', 'book-club', 'caribbean-queen', 'favorite-books', 'classic', 'magic-realism', 'modern-classic', 'dost', 'read-in-2014', '2021', '2023', 'audible', '2013', 'foreign-lands', '2021', 'audio', 'completist-book-club', '2018', 'american', 'contemporary-literary-fiction', '21st-century', 'citizenship-immigration', 'cultural-meetings']"
Oryx and Crake,2003,389,277740,4.01,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Audiobook', 'Speculative Fiction', 'most-popular-reviews', 'sf-fantasy', '2010', 'booker', 'contemporary', '2013', 'dystopia-utopia', 'sci-fi', 'dystopia', 'genetic-engineering', 'margaret-atwood', 'canadian', '5-star-reads', 'reviewed-for-fantasy-book-review', 'sci-fi', 'apocalyptic', 'beautiful-poetic', 'booker-pulitzer-nobel-material', 'favorites', 'dystopia-it-all-went-cray-cray', 'dysto-teque', 'the-end', 'upstairs-neighbors', 'dystopia', 'favorites', 'post-apocalyptic', 'apocalypse-now', 'favorite-books', 'hurricane-margaret', 'faves', 'unique-and-interesting', 'blame-jordan-if-you-like', 'if-research-were-romance', 'parody-homage', 'favorites', 'science-fiction', 'apocalypse-now', 'modern-lit', 'playing-god', 'sci-fi-apocalyptic', '5-stars', 'atwood', 'dystopia', 'maple-flavoured', 'public-library', 'my-apocalyptic-journey', 'canadian-21st-c', 'dystopian', 'fiction', 'canadian', '2022', 'dystopian', 'post-apocalyptic']"
The Corrections,2001,653,191186,3.84,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Family', 'modern-canon', '00-old-reviews', 'fiction-and-literature', '100', 'modern-lit', 'plain-old-fiction', 'novels', '1001', 'the-literature-book-after1900s', 'family', 'family-dysfunction', 'fiction', '2011', 'for-kindle', 'reviewed', 'borrowed', 'fiction', 'post-2000', 'gifts', 'novel-long-story', '21st-century', 'fiction', 'owned', '5-stars', 'chunkster', 'franzen', '2000-09', '2020', '4-star', '2010', 'fiction', 'not-worth-it', 'contemporary-fiction', 'literary-fiction', 'audiobooks', 'modern-fiction', 'did-not-finish-list', 'fab-book-club-books', '2020', 'books-i-ve-read-at-least-3x', 'male-identified-authors', 'franzen', 're-read', 'read-2011', 'america-canada', 'fiction']"
No Country for Old Men,2005,309,223585,4.16,"['Fiction', 'Thriller', 'Westerns', 'Crime', 'Mystery', 'Literature', 'Novels', 'if-research-were-romance', 'older-men-younger-women', 'parody-homage', '2016-reread', '5-0', 'bad-guys-rule', 'americana', 'mccarthy', 'classic-novels', 'literary-fiction', 'current-lit-us', 'american-20th-c', 'american-21st-c', 'crime-lit', 'detective-mystery', '2018', '2022', 'american', 'thriller', 'lyrical-prose', 'western', 'novels', 'american-literature', 'favorites', 'language', '2000-2005', 'audiobook', 'classics-americas', 'crime', 'dark', 'gritty', 'fiction', 'set-in-the-us', 'author-mccarthy', 'origin-american', 'american', '2019', 'audio']"
The Amber Spyglass,2000,465,372291,4.1,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Audiobook', 'Science Fiction', 'Childrens', 'fantasy', 'journeys-and-quests', 'own-in-paperback', '500-599-pp', 'author-british', 'genre-anthropomorphic', 'avoid-at-all-costs', 'fantasy', 'most-hated', 'fantasy', 'in-my-home-library', 'young-adult', 'books-loved-2016', 'fantasy', 'george-and-his-girlfriend', 'science-fiction', 'story-review', 'fantasy-modern', 'inbetweenworld', 'brain-candy', 'fantasy-science_fiction', 'true-love', '3-star-reads', 'children-of-all-ages', 'fantasy', 'read-in-2021', '21st-century', 'childrens-ya', 'fiction', 'favorites', 'own', 'scifi-fantasy', 'childrns', 'fantasy', 'spiritual', 'ciencia-ficción', 'fantasía', 'finales', 'avoid', 'fantasy', 'adventurous-acuity', 'fantastic-fabrications', 'science-fiction-sagacity']"
World Without End,2007,1237,263924,4.32,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Medieval', 'British Literature', 'Fantasy', '2017', 'historical', '2006-2010', 'audiobook', 'ebooks', 'british-history', 'historical-fiction', '5-star-reads', 'historical', 'historical-fiction', 'books-read-in-2007', 'historical-fiction', '2013', 'homework-from-the-ladies', 'kitten-squisher', '1-fiction', '3-multi-book-series', '5-favorite-books', 'guilty-pleasures', 'kicked_ass', 'history', 'audiobook', 'equinox-book-challenge', 'all-time-favourites', 'historical-fiction', 'favorites', 'follett', 'historical-fiction', 'bloody-romance', 'desperado', 'entertaining', '2020-reads', 'historical-fiction', 'door-stopper', 'historical-fiction', 'adventure', 'architecture', 'drama', 'fiction-historical', '2018-5-star', 'historical-fiction', 'medieval-mania']"
Running with Scissors,2002,336,397812,3.77,"['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography', 'LGBT', 'read-2007', 'biography', 'made-into-movie', 'autobiography', 'biography', 'memoir', 'autobiography', 'buddy-read-jean', 'memoir', 'memoir-biography', 'america-canada', 'memoir-autobiography', 'books-to-recommend-to-my-son', 'fiction', 'autobiographical', 'fiction', 'non-fiction', '2023', 'bc_madreaders-2021', 'genre_nonfiction', 'usa', 'he-says', 'non-fiction', 'traditionally-published', 'american-literature', 'biography', 'coming-of-age', 'nonfiction-memoir', 'memoir', 'autobiography-memoir']"
The Blind Assassin,2000,637,159635,3.96,"['Fiction', 'Historical Fiction', 'Mystery', 'Literary Fiction', 'Classics', 'Canada', 'Contemporary', 'george-and-his-girlfriend', 'not-the-whole-truth', 'older-men-younger-women', '1001', '2011', 'booker', 'crime-detective-mystery', 'favourites', 'historical-fict-20th-cent', 'alpha-team', 'into-the-past', 'mnemonic-devices', 'historical-fiction', 'literary-fiction', 'booker-prize', 'oh-canada', 'canadian', 'age-ing', 'beautiful-poetic', 'brilliant', 'book-i-own', 'historical-fiction', 'mystery-crime', 'booker-winners', 'favourites', 'mm2019', 'gr-friends-recommend', 'my-reviews-that-dont-suck', 'own', 'booker-winners', 'canadian', 'guardian-1000', '5-stars', 'atwood', 'romance', '3-star-reads', 'contemporary-lit', 'man-booker-prize-winners', 'read-in-2008', 'psychological-drama', 'romantic-mystery', 'womens-lives', 'historical-fiction', 'lit-canadian', 'postmodern-lit', 'book-club', 'buddy-reads', 'favorite-books', '2000-09', '2020', '4-star', 'owned', 'book-group', 'to-re-read', '2020', '20th-century', 'canada', 'novel', 'favorites', 'reviewed', '1001-ante-mortem', '2011', 'aere-perennius']"
A Heartbreaking Work of Staggering Genius,2000,530,182079,3.69,"['Fiction', 'Contemporary', 'Literature', 'Humor', 'Novels', 'Biography Memoir', 'Audiobook', 'top-eleven', 'memoir-biography', '21-ce', 'memoir', 'nonfiction', '2012', 'contemporary-recent', 'illness-mental-terminal', 'books-that-never-end', 'memoirs', 'narcissistic', 'angst', 'book-club', 'dysfunctional-family', 'literary-fiction', 'memoir', 'whip-smart', 'merkins', 'novels', 'tortured-artists', 'abandoned', 'memoirs', 'favorites', 'lulz', 'memoirs', 'contemporary', 'young-and-new-adult', 'fiction', 'biog-and-autobiog', 'usa-and-canada']"
The Shack: Where Tragedy Confronts Eternity,2007,294,674630,3.83,"['Fiction', 'Christian', 'Christian Fiction', 'Spirituality', 'Faith', 'Religion', 'Inspirational', 'emergent', 'christian-fiction', 'christian-education', 'christian-fiction', 'fiction', 'dark-themes', 'kidnapped', 'listened-to-audio-version', '2015', 'book-club', 'book-club-made-me-do-it', 'general-fiction', 'christian-fiction', 'poop', 'religion-or-not', 'classics-literary', '2008', 'fantasy', 'favorites', 'reviewed-for-business', 'audio', 'faith', 'fiction', 'contemporary-recent', 'faith', 'favourites', 'spirituality', 'fiction', 'my-2018-reading-challenge', 'the-great-american-read']"
The History of Love,2005,255,138315,3.92,"['Fiction', 'Historical Fiction', 'Romance', 'Contemporary', 'Literary Fiction', 'Novels', 'Book Club', '1001', 'romance', 'us', 'aaabsolute-favourites', 'bildungsroman', 'favourites', '2012', 'promotional-copy', 'reviewed', 'krauss', 'read-2007', 'read-2011', '21st-century', 'contemporary-american-fiction', 'faves', '2014', 'contemporary', 'book-i-own', 'contemporary-literary', 'favorites', 'favorites', 'fiction', 'holocaust', 'jewish-books', 'set-in-the-us', '1395', '20th-century', 'c-america', 'book-club-selections', 'book-group', 'fiction', 'read-in-2015', 'favorites', 'literary', 'american', 'jewish', 'america', 'family', 'favorites', 'award-win-listed', 'chcc-library', 'fiction', 'public-library', '21st-century-american-lit', 'books-for-teaching', 'god-religion-faith', 'identity', 'lit-crit-and-about-lit', '2013', 'cultural', 'dark', '2015']"
The Omnivore's Dilemma: A Natural History of Four Meals,2006,450,207709,4.19,"['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment', '1-also-at-librarything', 'goodreads-author', 'groups-buddies', 'eco', 'transformative', 'evolution', 'food', 'psychology', 'food-and-bev', 'food', 'non-fiction', 'lifestyle', 'american', 'food', 'mandatory-reading', 'non-fiction', 'read-in-2010', 'reviewed', 'nf-food', 'current-affairs', 'economics', '4-star', 'literary-fiction', 'z-read2015', 'audiobooks', 'favourites', 'science', 'academics-textbooks-pedagogy', '21st-century', 'american', 'favorites', 'americana', 'meat-and-potatoes', 'foodie-lit', 'history', 'favorites', 'environment', 'food', 'nonfiction', 'nonfiction', 'borrowed', 'non-fiction', 'audiobooks', 'food-and-cookbooks', 'natural-philosophy', 'favorites', 'foodie', 'read2007', 'nonfiction', 'read-for-high-school']"
Cutting for Stone,2009,560,408730,4.33,"['Fiction', 'Historical Fiction', 'Africa', 'Book Club', 'Medicine', 'Ethiopia', 'Medical', '2012', 'for-kindle', 'reviewed', '2010', 'africa', 'favorite-reviews', 'author-visit', 'awards-winners', 'loc-africa-eastafrica', 'africa', 'book-i-own', 'favorites', '2014-reviews', '2016-150-reviews', 'dnf-or-never-read', '5-star-favourites', 'africa', 'own', '2011-reads', 'medicine', 'favorite-books', '2021', 'audio', 'historical-fiction', 'historical-fiction', '2021', 'audiobooks', 'fiction', '1-fiction', 'book-club', 'historical-fiction', 'literary', 'fiction', 'five-stars', 'on-my-bookshelf', '100-pages-too-long', 'book-club', 'out-of-africa', 'africa', 'african-authors', 'fiction', 'fiction-english', 'fiction-i-own', 'some-of-my-favorites', 'favorites', 'literary-fiction', 'more-than-5-stars', '2024', '2021', 'africa', 'historical-fiction', 'i-said', 'top']"
Seabiscuit: An American Legend,1999,457,165885,4.23,"['Nonfiction', 'History', 'Biography', 'Sports', 'Animals', 'Horses', 'Historical', '2018', 'audio', 'favorites', 'nonfiction', 'with-em', '2018', 'horse-racing', 'animals', 'educational', 'fantastic-book-covers', 'animal', 'audiobook', 'history', 'non-fiction', 'owned-to-read', 'non-fiction', 'read-in-2010', '3500-2022', 'may-22', '2012-in-2012-group-challenge', 'animal-animals-in-story', 'animal-horse-in-story', '3ms', 'america', 'animals', 'favorites', 'nonfiction', 'history', 'non-fiction-pleasure-reading', 'nonfiction', '5-star-overall', '5-star-sports-and-adventure', '4_stars', 'animals_real-istic', 'history', '2016', 'audiobook', 'biography', '2015', 'audio', 'non-fiction']"
Sarah's Key,2006,294,485458,4.18,"['Historical Fiction', 'Fiction', 'Holocaust', 'Historical', 'World War II', 'France', 'War', 'x-favourites', 'xx2018-completed', 'book-club', 'depressing', 'hippies-or-hate-or-lurking', 'book-club-reads', 'france', 'historical-fiction', '2018', 'assault', 'based-on-true-events', 'war', 'ww2', '2008', 'first-reads', 'historical-fiction', 'all-fiction', 'europe-and-british-isles', 'world-war-two-fiction', '2009', 'advance-reader-s-copy', 'france', 'adapted-to-film', 'historical-fiction', 'suggested-by-goodreads-member', '1-also-at-librarything', 'advance-copy', 'fiction', 'audiobook', 'historical-fiction', 'nc-br-digital-library', 'hard-hitting-topics', 'historical-fiction', 'young-adult', 'books-to-movies-or-tv', 'parallel-timelines', 'wwii', 'book-club', 'historical-fiction', '2013', 'homework-from-the-ladies', 'favorites', 'summer-scrabble', 'editor-of-serbian-edition', 'historical-fiction', 'literature', 'ww2-ya-holocaust-ya-novels-wwii']"
The Pact,1998,512,319239,4.03,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Drama', 'Mystery', 'Adult Fiction', 'thrills-spills-kills-oh-my', '1-star', '2012', 'fiction', 'fiction', 'on-my-bookshelf', 'favorites', 'read-in-2008', 'general-fiction', 'mysteriesthrillers', '2022', 'doing-the-dishes', 'mystery', 'book-discussion-perfect', 'compelling', 'complex', 'books-that-linger', 'lost-sleep-over-this', '2014-before', '2022', '2011', 'contemporary', 'physical-books', 'crime', 'heart-felt', 'romance-love']"
Shantaram,2003,936,228607,4.28,"['Fiction', 'Travel', 'Adventure', 'Historical Fiction', 'Contemporary', 'Novels', 'Audiobook', 'biography-true-story', 'books-i-really-loathed', 'fiction', 'india', '2020-reads', 'adventure', 'debut-novel', 'audiobook', 'favourites', 'abandoned', 'adult', 'beautiful-writing', 'favorites', 'mindless-entertainment', 'not-worth-it', '2011', 'i-said', 'killer-prose', 'fiction', 'barrel-bottom-worst-i-have-read', 'suckiest-of-books-that-suck', 'memoir', 'adventure', 'crimy', 'favorites', 'contemporary', 'world-lit', 'adventure', 'escapism']"
House of Leaves,2000,710,185447,4.09,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Thriller', 'Contemporary', 'Novels', 'horror', '1001-books', 'arty-farty', 'bookcrossing-books', 'novels', 'worst-books-ever', 'i-dont-even', 'metafictive-madness', 'sleep-with-the-light-on', 'owned', 'contemporary', 'holy-shit', 'read-2017', 'horror', 'philosophical-literature', 'horror-modern', 'new-dimensions', 'dark-fiction', 'haunted-houses', 'horror-aiiiiiiiie', '1-favorites', 'a-ebooks', 'a-own', 'horror', 'american', 'fantasy-horror', 'big-tomes', 'books-which-say-aloha', 'experimental-fiction', 'books-i-hope-die', 'fiction', 'own', '2017', 'american', 'horror']"
Empire Falls,2001,483,123954,3.94,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Audiobook', 'Adult Fiction', 'american-authors', 'favorite-books', 'book-i-own', 'contemporary-literary', 'favorites', '2016', 'favorites', 'i-said', 'lets-get-real', 'paperwhite', 'favourites', 'pulitzers', 'american-20th-c', 'american-21st-c', 'fiction', 'audio-book', 'book-club', 'contemporary', 'all-the-books-i-own', 'all-time-favorites', 'american-literature', '2014', 'modern-lit', 'plain-old-fiction', 'fiction', 'fiction', 'pulitzer-winner', '2011', 'for-kindle', 'reviewed', 'owned-books', 'favorites', 'favourite-authors', 'literary-fiction', 'fiction', 'current-lit-us', '21st-century-a-literary-odyssey', 'born-in-the-usa', 'it-felt-like-torture', 'group-challenge', 'award-winners', 'favorite-authors', 'pulitzer-prize-for-fiction', 'the-maine-event', 'all-time-favorites', 'favorites', 'humor', '2019', 'modern', 'usa']"
White Teeth,2000,448,167122,3.79,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'British Literature', 'Literature', 'Historical Fiction', '2007', 'novels', 'inglese', '2-stars', 'authors-of-color', 'diverse', 'alieni', 'big-books', 'donne', '2014', 'fiction', '1001-and-more', 'baileys-prize', 'bring-on-the-lols', 'contemporary', 'modernclassic', '3-star-reads', 'contemporary-lit', 'postcolonial', '21st-century', 'read-in-2014', 'last-word-book-club', '5-star', 'antidote-think-twice-all', 'antidote-think-twice-read', '21-ce', 'fiction', 'uk', 'own', 'everything-everything-everything', 'obras-maestras', 'tears-of-beautiful-laughter', 'cultural', 'fiction', 'own', 'family-saga', 'twins', 'psychological-drama', 'fiction-general', 'actual', 'europea', '2018', 'bookriot', 'have', 'lit-british', 're-read']"
The Story of Edgar Sawtelle,2008,566,102816,3.65,"['Fiction', 'Animals', 'Dogs', 'Coming Of Age', 'Adult Fiction', 'Literary Fiction', 'Contemporary', 'animal', 'kindle-books', 'all-time-favorites-fiction', 'favorites', 'fiction', 'criminal-intent', 'repelled-by', 'read-again-and-again', 'second-monday-bookgroup', 'animals', 'literature-fiction', 'animals', 'coming-of-age', 'family', 'coming-of-age', 'own-in-hardcover', 'owned-books', 'classics', 'dog-books', 'novels', 'adult-books', 'book-club', 'book-club']"
A Great and Terrible Beauty,2003,403,224487,3.8,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Romance', 'books-you-should-never-read', 'fiction', 'speculative-fiction', 'fairy-tales', 'young-adult', 'books-owned-read', '2011', 'fantasy', 'historical', '5-stars-or-more', 'book-series', 'chick-lit', 'fantasy', 'historical-fiction', 'mystery-thriller-paranormal', 'supernatural', 'historical-fiction', 'paranormal', 'young-adult', 'read-in-2015', '2016', 'fantasy', 'historical', 'fantasy', 'favourites', 'feminist-literature', 'children-s-and-ya', 'fantasy', 'fantasy-or-sci-fi', 'fiction', 'kids-books', 'not-mine-library', 'urban-fantasy', 'ya-summer-challange-2011', '05-stars', 'ya-lgbtq', 'ya-sf-fantasy', 'audio', 'motherless-daughters', 'reviewed', 'chicklit', 'historicalfiction', 'maybe-it-s-me', '2009', 'ya', '2018', 'worst-books-ever', 'young-adult', 'favourites', 'chinese-translation', 'disappointment', 'nothing-special', 'blog', 'young-adult', '2017-read', 'a-young-adult-fiction', 'ge-historical-fiction']"
Blink: The Power of Thinking Without Thinking,2005,296,608614,3.96,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Science', 'Audiobook', 'Sociology', '2007-oct-to-dec-only', 'nonfiction', 'sociology-psychology', 'blinded-me-with-science', 'non-fiction', 'nonfiction', 'psychology', 'psychology-and-the-brain', 'psychology', 'social-theory', '2013', 'audio', '2014', 'trade-paperback', 'pop-journ-type', 'r-r-rs', 'essays-politics-science-religion', 'non-fiction', 'reviewed', 'perception', '1399', 'audiobook', 'nonfiction', 'canadian-author', 'psychology', 'science', 'audiobooks', 'non-fiction', 'science', 'general-non-fiction', 'non-fiction', 'psychology', 'science', 'business', 'nonfiction', 'neuroscience', 'nonfiction', '2005', '21st-century', 'american', '2023-reads', 'audiobooks', 'non-fiction', 'non-fiction', 'recommended', 'self-help', 'brainy-psychological', 'me-likey-a-lot', 'non-fiction']"
The Last Olympian,2009,381,1087138,4.55,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', '300-399-pp', 'author-american', 'genre-folklore-myth', 'fantasy', 'favorites', 'middle-grade', 'greek-mythology', '2010', 'books-i-own', 'fantasy', 'favorites-fiction', 'audiobook-audible', 'author-american', 'genre-folklore-myth', 'favorites', '5-star', 'ebook', 'fantasy', '300-pgs', 'bye', 'ded', '2010-2016', '5-stars', '5-stars-complete', '2014', '5-star', 'favorites', 'percy-jackson', 'male-protag', 'my-books', 'read-in-2016', '2018-reads', 'audiobook', 'completed-series', 'fantasy', 'mg', 'owned-p', '2018-reads', 'fantasy-books', 'i-love-the-cover', 'fantasy', 'overhyped', 'popular', '2020', 'audiobook', 'favorite', 'okay-fine-i-cried']"
Anansi Boys,2005,387,227458,4.04,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor', '300-399-pp', 'author-british', 'genre-adult-fantasy', 'gaiman-neil', 'audiobook-audible', 'author-british', 'genre-adult-fantasy', 'contemporary-fantasy', 'fantasy', 'humor', '2018-finer-books-club-reading-chall', 'audiobook', 'blog', 'fantasy-top20', 'favorites', 'found-in-the-maze', 'havanas-en-masse', 'monster-mash-of-a-mess', 'reviewed', 'audio-book', 'books-reviewed', 'fantasy-scifi', 'fantasy', 'fantasy', 'all-time-favorites', 'fantasy', 'fantasy', 'own-a-copy', 'read-in-2018', '2022-shelf', 'fantasy', 'top-one-hundred', '2017', 'audiobook', 'award-nominee-british-fantasy', 'award-nominee-locus']"
John Adams,2001,751,369471,4.08,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Politics', 'Historical', '2000-2005', '6-star-books', 'audiobook', 'book-group', 'americana', 'audiobooks', 'biography', 'american-history', 'american-revolution', 'us-presidency', 'american-revolution', 'biography', 'england', 'audiobook', 'american-history', 'audible-us', 'bio', 'favorites', '21st-century', 'favorite-biographies', 'nf-bio-autobio', 'american-revolution', 'biography', 'history', 'american-histry', 'audiobooks', 'biogr-memoir', 'americana', 'biography-memoir-travel', 'biography', 'presidents', 'biography', 'biography', 'favorite-authors', 'history', 'biography', 'non-fiction', 'presidents', 'biography', 'jordabecker-book-club', 'jordabecker-nat', 'memoirs', 'biography-memoir', 'didn-t-finish', 'history']"
The Sea of Monsters,2006,279,1281037,4.24,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', '200-299-pp', 'author-american', 'genre-folklore-myth', 'adapted', 'almost-fav', 'fantasy', 'audiobook-audible', 'author-american', 'genre-folklore-myth', 'greek-mythology', '2010', 'books-i-own', 'books-made-into-movies', 'favorites-fiction', 'ebook', 'fantasy', 'middle-grade', '0-in-my-library-read', '4-stars', '2010-2016', '5-stars', 'all-time-fav', 'all-time-favorites', 'fantasy-all', 'own', 'young-adult', '2020', '2017-reads', 'didn-t-live-up-my-expectations', 'fantasy-books', '2017', 'full-lengths', '200-pgs', 'i-will-go-down-with-this-ship', 'kickass-heroine', 'fantasy', 'mythology', 'on-app', 'fantasy', 'ya', '5-stars', 'all-time-absolute-life-favorites', 'buddy-reads', 'badass-heroine', 'fantasy', 'ya', 'fantasy', 'kids-fiction', 'young-adult']"
Fast Food Nation: The Dark Side of the All-American Meal,2001,383,206099,3.75,"['Food', 'Sociology', 'Politics', 'History', 'Science', 'School', 'Business', 'non-fiction', 'media-hyped', 'nutrition', 'pop-health', 'labor', 'non-fiction', 'politics', 'food-n-book', 'non-fiction', 'science', 'history', 'america', 'non-fiction', 'nutrition', 'non-fiction', 'books-read-in-2016', '2001', 'onlyreadhalfofit', '2016-aty-reading-challenge', '2016-reading-challenge', 'kindle-ebooks', 'favorites', 'science', 'well-i-think-its-funny', 'history-of-food-and-cuisine', 'culinary', 'scienceandnature']"
Year of Wonders,2001,304,169131,4.01,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Book Club', 'Adult', '2011-reads', 'historicals', 'post-apocalyptic-dystopia', 'australia', 'british', 'historical-fiction', '2020-reads', 'audiobook', 'historical-fiction', 'waste-of-time', 'adult', 'contemporary', 'fiction', 'book-club', 'debut', 'plague-and-pestilence', 'historical-fiction', 'great-britain', 'historical-fiction', 'pandemic-plague', 'fiction', 'historical-fiction', 'fiction', 'historical-fiction', 'book-club', 'historical-fiction', 'reviewed', 'bechdel-pass', 'feminism', 'fiction-favorites', 'historical-fiction', 'all-time-favorite', 'favorites', 'aa', 'australian-author', 'historical-fiction', 'historical-fiction', 'historical-fiction', 'read-2015']"
Daughter of Fortune,1998,432,136168,3.94,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Magical Realism', 'Novels', 'Literature', 'family-saga', 'hispanic-culture', 'historical-fiction', 'anti-romance', 'favorites', 'historical', 'pdf', 'أدب-مترجم', 'إيزابيل-الليندي', 'authors-of-color', 'diverse', 'library', 'ادب-مترجم', 'e-4', 'female-writers', 'historical-fiction', 'page-turner', 'pdf', 'favorites', 'feminist', 'fiction', 'books-i-own', 'literature', 'audio-book', 'china', 'fiction', 'so-so-reads', 'hoću-knjigu-bc', '2012-mt-tbr-challenge', 'california-gold-rush', 'fol-sale']"
What Is the What,2006,475,85982,4.14,"['Fiction', 'Historical Fiction', 'War', 'Sudan', 'Contemporary', 'Novels', 'Literature', 'africanlit', 'diaspora-reads', 'historical-fiction', 'history-will-teach-us-nothing', 'novels', 'africa', 'american-literature', 'refugee', '2012', 'lit', 'africa', '2019-ignorance-is-bliss', 'actual-books-i-liberated-with-caps', 'fiction-pee-wee-imagine-land', 'africa', 'autori-che-amo', 'autori-usa', 'books-that-are-awesome', 'literary-fiction', 'fiction', 'cultural', 'favorites', 'historical-fiction', 'africa', 'fiction', 'global-intrigue', 'audiobooks', 'sudan']"
Harry Potter and the Sorcerer’s Stone,1997,333,10803792,4.47,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Middle Grade', 'Audiobook', 'audiobook-audible', 'author-british', 'genre-juvenile-fantasy', 'absolute-favorites', 'audiobook', '2020', '2021', 'fantasy', 'book-to-movie', 'favorites', 'lib-read', '5-star-excellent', 'books-i-own', 'dearest-old-favourites', 'all-time-favorites', 'fantasy', 'favorites', '300-399-pp', 'author-british', 'format-illustrated', '0-in-my-library-read', '5-stars', 'favorites', 'audio', 'childrens', 'fantasy-all', 'therabblement', '1990-1999', 'comfort-food', 'fantasy', '501', 'childrens']"
Harry Potter and the Prisoner of Azkaban,1999,435,4549114,4.58,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Audiobook', 'Middle Grade', 'audiobook-audible', 'author-british', 'genre-juvenile-fantasy', 'all-time-favourites', 'faeries-fae-elves', 'fantasy', '400-499-pp', 'author-british', 'format-illustrated', 'fantasy', 'owned', 'fantasy', 'favorites-fiction', 'fantasy', 'childrens', 'fantasy-all', 'own', 'all-time-favorites', 'coming-of-age', 'england', 'five-star-reads', '2017-reads', '2018-reads', '2019-reads', '2000-2010', '5-stars', 'all-time-fav', 'bookstagram-made-me-do-it', 'favorites', 'kindle-deals', 'fantasy', 'favorites', '2014', '5-star', 'favorites', 'fantasy', 'harry-potter']"
